Frota veiculos novembro 2020,,,,,,,,,,,,,,,,,,,,,,,
,,"  107,585,150 ",,,,,,,,,,,,,,,,,,,,,
UF,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO TRATOR,CAMINHONETE,CAMIONETA,CHASSI PLATAF,CICLOMOTOR,MICRO-ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,QUADRICICLO,REBOQUE,SEMI-REBOQUE,SIDE-CAR,OUTROS,TRATOR ESTEI,TRATOR RODAS,TRICICLO,UTILITARIO
SP,GASTAO VIDIGAL,2387,1408,0,75,7,198,44,0,2,8,446,44,66,0,75,9,0,0,0,0,0,5
SP,GAVIAO PEIXOTO,2168,1438,0,72,12,239,74,0,0,16,182,10,31,0,73,14,0,0,0,0,1,6
SP,GENERAL SALGADO,7757,4496,0,290,112,692,180,0,16,25,979,287,112,0,361,174,1,1,0,0,0,31
SP,GETULINA,5080,3187,0,134,23,454,136,0,2,13,728,145,79,0,124,37,2,0,0,2,0,14
SP,GLICERIO,2417,1317,0,152,30,232,37,0,2,10,413,79,38,0,68,31,0,0,0,0,0,8
SP,GUAICARA,6124,3311,0,131,22,368,124,0,2,21,1190,339,40,0,202,366,1,0,0,0,0,7
SP,GUAIMBE,2595,1695,0,134,20,196,101,0,3,8,314,22,40,0,46,12,0,0,0,0,0,4
SP,GUAIRA,30853,14916,0,1414,619,2928,786,1,109,110,4805,2483,237,0,1064,1180,0,1,0,1,2,197
SP,GUAPIACU,13129,7134,0,464,85,1257,356,0,38,42,2565,553,82,0,379,118,2,1,0,0,6,47
SP,GUAPIARA,7438,3838,0,413,28,731,171,0,5,55,1842,171,67,0,64,29,0,0,0,2,2,20
SP,GUARA,10403,6351,0,259,69,845,306,1,85,60,1276,598,200,0,199,96,0,0,0,0,2,56
SP,GUARACAI,5908,3152,0,296,22,741,105,1,5,24,1088,208,34,0,193,18,1,0,0,0,2,18
SP,GUARACI,5937,3372,0,221,42,465,166,0,7,40,831,237,119,0,352,58,1,0,0,0,2,24
SP,GUARANI D'OESTE,1194,697,0,38,14,120,18,0,1,5,212,25,8,0,49,4,0,0,0,0,0,3
SP,GUARANTA,3456,2054,0,106,22,279,107,0,0,7,576,70,49,0,116,61,0,0,0,0,0,9
SP,GUARARAPES,23608,12036,0,711,286,1734,543,0,140,68,4530,2036,165,0,873,351,3,0,0,2,1,129
SP,GUARAREMA,19402,11448,0,548,238,1533,747,3,26,112,3091,371,104,0,309,634,1,0,0,35,19,183
SP,GUARATINGUETA,77529,46595,0,1506,165,5576,3388,2,309,416,16251,1172,253,0,712,206,11,16,0,41,23,887
SP,GUAREI,6763,3602,0,326,16,647,129,0,15,36,1606,151,105,0,91,23,0,1,0,2,0,13
SP,GUARIBA,22666,13453,0,867,135,1629,687,0,165,87,3417,922,345,0,513,342,3,1,0,9,8,83
SP,GUARUJA,148315,66150,0,2244,1484,6579,5931,5,385,510,40095,20333,521,0,1265,1683,6,7,0,64,57,996
SP,GUARULHOS,722078,477175,0,21110,6733,45532,32819,0,271,4225,94559,11975,4081,3,4915,11854,7,46,4,497,125,6147
SP,GUATAPARA,3713,2281,0,200,56,306,103,0,6,23,450,44,66,0,94,67,0,0,0,0,0,17
SP,GUZOLANDIA,2594,1658,0,95,6,251,62,0,2,6,324,41,42,0,93,4,0,0,0,1,0,9
SP,HERCULANDIA,5556,2851,0,550,65,757,139,0,5,10,798,173,35,0,78,78,0,0,0,0,0,17
SP,HOLAMBRA,10660,5539,0,436,70,1310,457,0,5,72,1791,303,176,0,243,102,1,2,0,1,7,145
SP,HORTOLANDIA,126539,84886,0,2848,566,8740,3914,3,27,631,19727,2087,796,0,1374,479,0,10,0,9,5,437
SP,IACANGA,7244,4047,0,282,97,679,209,0,7,40,1027,200,52,0,387,185,2,0,0,0,2,28
SP,IACRI,3575,2193,0,171,31,338,89,0,4,13,499,93,22,0,83,27,1,0,0,0,0,11
SP,IARAS,2350,1403,0,71,5,205,72,1,4,24,405,48,34,0,60,9,1,0,0,0,2,6
SP,IBATE,19702,11917,0,643,213,1590,649,0,78,144,3054,438,293,0,330,294,1,0,0,2,6,50
SP,IBIRA,7184,4350,0,186,28,650,223,0,15,29,979,358,56,0,235,41,3,1,0,1,1,28
SP,IBIRAREMA,3959,2018,0,259,42,412,99,0,12,20,729,92,33,0,172,58,0,0,0,0,0,13
SP,IBITINGA,44209,23877,0,1004,259,3144,1324,1,152,129,10444,1861,240,0,1140,346,8,4,1,2,12,261
SP,IBIUNA,51905,29156,0,2443,172,5587,2001,0,19,256,9792,1044,135,0,749,153,3,2,2,13,8,370
SP,ICEM,4763,2741,0,249,59,421,173,0,11,13,558,136,76,0,234,76,4,0,0,2,0,10
SP,IEPE,4853,2831,0,203,70,479,118,0,1,15,739,113,38,0,105,113,0,1,0,1,0,26
SP,IGARACU DO TIETE,13773,8509,0,363,140,845,396,0,47,36,2469,435,97,0,247,143,5,1,0,0,1,39
SP,IGARAPAVA,16169,10256,0,473,178,1388,398,0,62,69,1814,295,141,0,577,407,12,3,0,10,9,77
SP,IGARATA,6423,3899,0,166,8,585,237,0,5,29,1165,72,18,0,163,11,0,3,0,6,1,55
SP,IGUAPE,11346,6202,0,267,23,886,418,0,18,48,2345,619,124,0,306,15,6,1,0,2,5,61
SP,ILHA COMPRIDA,6179,3212,0,201,12,491,226,0,15,32,1254,367,96,0,194,13,0,0,0,1,8,57
SP,ILHA SOLTEIRA,19890,10367,0,291,34,1336,503,0,96,34,4015,2022,96,0,942,52,7,2,0,2,14,77
SP,ILHABELA,22732,9169,0,427,39,1917,1158,0,18,87,7164,1504,74,0,352,55,3,5,0,2,13,745
SP,INDAIATUBA,201024,118167,0,3723,727,14891,7310,0,1939,661,37983,10323,520,1,1519,777,5,14,0,53,36,2375
SP,INDIANA,3246,1920,0,129,48,302,76,0,2,15,532,79,14,0,81,39,0,0,0,1,0,8
SP,INDIAPORA,2857,1758,0,76,13,281,50,0,3,6,413,77,19,0,139,14,1,1,0,0,1,5
SP,INUBIA PAULISTA,2250,1438,0,58,13,209,46,0,4,5,306,58,17,0,59,24,0,0,0,0,0,13
SP,IPAUSSU,7297,4391,0,214,47,489,221,0,20,27,1012,340,66,0,312,124,5,1,0,0,0,28
SP,IPERO,11733,7190,0,305,24,893,358,0,14,72,2233,282,59,0,225,40,2,0,0,2,3,31
SP,IPEUNA,4570,2640,0,192,31,465,138,0,6,37,658,99,50,0,144,71,0,2,0,1,0,36
SP,IPIGUA,2154,1138,0,71,10,253,71,0,0,6,433,48,14,0,93,11,0,1,0,0,0,5
SP,IPORANGA,1205,657,0,35,1,140,35,0,1,20,263,16,9,0,20,2,0,0,0,0,0,6
SP,IPUA,8218,4760,0,276,80,742,230,0,221,28,1041,496,98,0,126,88,0,0,0,0,0,32
SP,IRACEMAPOLIS,16716,9313,0,558,453,1414,486,0,51,67,2541,635,113,0,272,718,0,0,0,1,3,91
SP,IRAPUA,4189,2555,0,144,39,419,118,0,2,12,461,120,100,0,150,54,0,0,0,0,0,15
SP,IRAPURU,3439,2184,0,109,27,362,73,0,8,20,431,56,30,0,95,36,1,0,0,0,0,7
SP,ITABERA,8992,4778,0,360,139,842,160,0,3,85,1811,261,80,0,200,213,1,0,0,2,5,52
SP,ITAI,14440,8613,0,596,170,1449,455,0,1,91,1689,304,221,0,444,290,16,0,0,6,0,95
SP,ITAJOBI,12556,6936,0,622,101,1639,327,0,9,23,1877,350,69,0,419,103,1,1,0,0,2,77
SP,ITAJU,1631,952,0,83,8,221,59,0,0,4,193,13,23,0,52,14,2,0,0,0,0,7
SP,ITANHAEM,50546,28711,0,1426,467,3099,1976,2,100,307,11024,1796,149,1,828,262,4,6,0,37,19,332
SP,ITAOCA,1084,539,0,44,0,90,18,0,0,17,328,14,10,0,21,0,0,0,0,0,0,3
SP,ITAPECERICA DA SERRA,81650,49741,0,2429,633,5297,3376,4,17,669,14930,1899,828,0,461,778,1,12,0,24,6,545
SP,ITAPETININGA,105637,56686,0,3062,551,7334,3108,0,204,481,22962,7365,550,0,1994,726,3,10,0,38,33,530
SP,ITAPEVA,64642,34423,0,2168,968,5029,1671,4,19,362,13287,3020,470,0,1203,1615,2,5,0,9,9,378
SP,ITAPEVI,105401,67193,0,2161,582,6120,4018,0,23,534,20473,2567,208,0,463,576,0,4,0,28,16,435
SP,ITAPIRA,59563,30520,0,1863,247,4577,2091,0,690,140,15301,2489,248,0,600,317,20,3,0,5,6,446
SP,ITAPIRAPUA PAULISTA,1492,666,0,56,1,162,41,0,0,20,471,28,22,0,19,1,0,0,0,0,1,4
SP,ITAPOLIS,33681,18990,0,1352,287,3272,1112,0,176,137,5653,1057,248,0,891,349,7,2,0,1,11,136
SP,ITAPORANGA,8025,4508,0,293,122,774,176,0,1,34,1429,224,91,0,171,148,0,0,0,2,3,49
SP,ITAPUI,7411,4182,0,420,33,532,277,0,38,52,1231,350,67,0,141,45,2,0,0,0,1,40
SP,ITAPURA,1723,1052,0,33,1,127,28,0,2,10,279,38,19,0,132,0,0,0,0,0,0,2
SP,ITAQUAQUECETUBA,134002,90846,0,3448,889,8044,5299,0,243,515,20385,1769,431,0,648,857,0,6,0,86,10,526
SP,ITARARE,26225,14990,0,1007,278,1962,757,1,150,106,5118,707,257,0,390,370,1,2,0,2,7,120
SP,ITARIRI,4864,2516,0,406,69,457,123,0,3,67,898,121,28,0,66,75,1,1,0,7,2,24
SP,ITATIBA,86489,53807,0,2507,491,6969,3787,2,59,282,13229,2512,397,1,841,725,5,10,0,24,13,828
SP,ITATINGA,9849,6045,0,292,94,882,317,1,8,62,1337,255,133,0,227,144,1,0,0,0,5,46
SP,ITIRAPINA,9258,5457,0,354,108,804,333,0,58,54,1297,265,72,0,205,190,2,1,0,2,4,52
SP,ITIRAPUA,3067,1988,0,96,8,313,114,0,3,12,430,21,24,0,38,11,0,0,0,0,1,8
SP,ITOBI,4621,2515,0,177,15,395,155,0,9,40,1044,83,112,0,41,18,3,0,0,0,2,12
SP,ITU,130191,75431,0,3375,1348,9279,5001,1,228,525,25240,3565,699,2,1706,2308,1,101,0,45,21,1315
SP,ITUPEVA,41696,24327,0,1575,1094,3836,1578,0,32,149,6235,719,113,0,424,1134,1,4,0,11,13,451
SP,ITUVERAVA,28360,15585,0,682,405,2291,743,0,389,69,4737,2024,159,0,594,455,3,1,0,2,5,216
SP,JABORANDI,4039,1969,0,205,63,366,102,0,21,9,783,287,52,0,89,61,0,0,0,0,1,31
SP,JABOTICABAL,60258,31516,0,2243,273,5016,1984,2,787,133,11567,3728,226,0,1664,559,5,8,0,4,10,533
SP,JACAREI,145445,96073,0,2809,972,8920,5570,1,209,659,23130,2374,334,0,1932,1097,2,4,0,104,17,1238
SP,JACI,4662,2452,0,262,63,522,122,0,2,7,839,115,18,0,170,70,0,0,0,0,1,19
SP,JACUPIRANGA,9065,4418,2,438,96,702,225,13,6,60,1964,327,378,0,216,159,2,3,0,2,0,54
SP,JAGUARIUNA,43129,24534,0,1115,146,3200,1613,0,72,93,9093,1885,129,0,616,205,2,4,0,14,8,400
SP,JALES,47390,22213,0,1236,374,3893,1171,0,185,56,11104,4274,103,0,1884,564,37,1,0,4,9,282
SP,JAMBEIRO,3052,1814,0,124,23,334,111,0,2,46,436,15,18,0,56,36,0,1,0,7,1,28
SP,JANDIRA,60268,38412,0,1251,305,3882,2443,0,16,362,10704,1539,184,0,291,384,0,5,0,16,7,467
SP,JARDINOPOLIS,26456,14921,0,1131,292,2245,892,0,289,124,4051,1118,163,0,516,533,1,2,0,0,9,169
SP,JARINU,21206,12726,0,699,61,1910,792,0,5,89,4003,331,65,0,318,60,3,1,0,2,2,139
SP,JAU,108093,60121,3,2670,440,7323,4158,1,664,362,21761,6697,527,0,1820,731,15,10,0,16,15,759
SP,JERIQUARA,1814,1122,0,75,21,180,85,0,2,8,209,11,21,0,54,13,2,0,0,0,0,11
SP,JOANOPOLIS,10451,5616,0,464,26,995,310,0,4,57,2341,378,24,0,131,16,1,0,0,2,3,83
SP,JOAO RAMALHO,2031,1293,0,36,8,198,49,0,0,9,309,39,40,0,34,11,0,0,0,1,0,4
SP,JOSE BONIFACIO,30667,14394,0,953,435,2672,753,0,104,74,6972,2113,176,0,1131,726,7,1,0,0,6,150
SP,JULIO MESQUITA,1855,1242,0,52,9,152,54,0,1,10,204,17,32,0,74,6,0,0,0,0,0,2
SP,JUMIRIM,1779,1049,0,124,17,225,44,0,1,21,202,10,8,0,35,23,0,0,0,4,1,15
SP,JUNDIAI,337407,218662,0,7937,2955,24330,15388,2,147,882,46272,7113,1234,1,3381,4472,3,29,2,173,40,4384
SP,JUNQUEIROPOLIS,13561,7374,0,562,159,1172,266,0,99,40,2269,609,234,0,496,209,1,1,0,0,4,66
SP,JUQUIA,8107,4478,0,479,56,669,252,0,9,47,1532,260,56,0,167,68,0,2,0,6,1,25
SP,JUQUITIBA,17325,10522,0,748,84,1388,914,0,3,141,2791,158,118,0,190,116,1,4,0,10,4,133
SP,LAGOINHA,3943,1858,0,174,6,384,115,0,2,29,1250,31,27,0,36,7,0,0,0,1,1,22
SP,LARANJAL PAULISTA,19313,11261,0,848,133,1800,760,0,16,78,2810,595,273,0,430,156,2,1,0,1,3,146
SP,LAVINIA,2859,1537,0,82,24,312,58,0,5,6,555,117,20,0,92,46,0,0,0,0,0,5
SP,LAVRINHAS,3444,2075,0,92,17,223,119,0,10,17,761,42,15,0,46,9,1,0,0,1,0,16
SP,LEME,74958,38024,0,2546,624,5599,2396,0,1017,245,16736,5070,611,0,821,798,15,1,0,15,17,423
SP,LENCOIS PAULISTA,50444,28348,0,1655,398,3755,1568,0,215,258,9175,2414,393,0,1302,662,8,2,0,18,5,268
SP,LIMEIRA,227151,134096,0,4970,2326,17191,7784,2,304,969,42310,7955,846,0,2661,3890,8,14,0,22,37,1766
SP,LINDOIA,5456,3190,0,219,15,486,159,0,4,31,1075,133,31,0,67,15,0,0,0,1,0,30
SP,LINS,61657,32420,0,1326,1374,3371,1623,0,143,133,12102,4191,210,0,1770,2640,21,1,0,12,3,317
SP,LORENA,49048,29214,0,1017,175,2941,1860,0,91,224,10624,1621,57,0,503,210,3,4,0,12,5,487
SP,LOURDES,1155,665,0,23,0,109,14,0,1,5,244,50,16,0,24,2,0,0,0,0,1,1
SP,LOUVEIRA,33657,19246,0,1068,484,2625,1172,0,11,173,7190,653,100,0,260,362,0,4,0,3,8,298
SP,LUCELIA,13256,7425,0,392,238,954,290,0,22,31,2356,620,215,0,300,370,0,0,0,1,2,40
SP,LUCIANOPOLIS,1341,833,0,56,9,181,45,0,0,15,135,7,24,0,21,11,0,0,0,0,0,4
SP,LUIS ANTONIO,7350,4434,0,295,120,620,203,0,13,33,771,130,230,0,216,211,2,2,0,0,1,69
SP,LUIZIANIA,2324,1369,0,81,9,236,30,0,2,2,409,65,41,0,62,13,0,0,0,0,0,5
SP,LUPERCIO,1957,1247,0,52,9,159,73,0,2,5,325,13,33,0,26,8,0,0,0,0,1,4
SP,LUTECIA,1504,935,0,57,7,179,41,0,1,10,192,21,16,0,35,3,0,0,0,0,0,7
SP,MACATUBA,11058,6566,0,451,138,822,258,0,62,35,1638,375,95,0,407,161,2,0,0,1,2,45
SP,MACAUBAL,5577,3303,0,153,17,544,143,0,11,21,922,180,26,0,216,20,1,0,0,0,3,17
SP,MACEDONIA,2188,1245,0,51,8,251,42,0,0,6,380,79,14,0,91,16,0,0,0,0,2,3
SP,MAGDA,2300,1349,0,123,27,268,65,0,2,20,252,32,17,0,102,37,0,0,0,0,0,6
SP,MAIRINQUE,31318,20346,0,641,100,2334,1021,0,21,134,5430,545,96,0,322,138,0,4,0,19,3,164
SP,MAIRIPORA,54719,33870,0,2076,274,4592,2338,0,14,301,8419,1105,198,0,562,257,0,11,0,46,29,627
SP,MANDURI,6815,4119,0,282,49,646,181,0,4,49,892,133,117,0,233,79,2,0,0,3,0,26
SP,MARABA PAULISTA,1792,1022,0,47,2,199,44,0,0,7,354,31,22,0,55,4,0,0,0,2,0,3
SP,MARACAI,9041,4919,0,334,118,784,205,0,41,55,1829,273,57,0,251,156,0,0,0,2,0,17
SP,MARAPOAMA,2530,1129,0,177,34,342,55,0,4,8,401,43,16,0,195,112,0,1,0,0,1,12
SP,MARIAPOLIS,1823,1114,0,55,3,190,37,0,2,7,281,55,31,0,38,5,0,0,0,0,0,5
SP,MARILIA,176352,100825,0,3530,971,11355,6072,4,797,387,36856,9868,614,0,2414,1317,62,15,0,9,18,1238
SP,MARINOPOLIS,1342,721,0,74,4,141,16,0,2,6,220,31,14,0,103,8,0,0,0,0,0,2
SP,MARTINOPOLIS,15119,8818,0,524,111,1376,402,0,5,54,2214,748,146,0,455,192,0,1,0,2,1,70
SP,MATAO,69378,38458,0,1697,679,5178,2062,0,294,132,14172,2994,449,0,1743,1023,13,6,0,6,15,457
SP,MAUA,239431,163103,0,4209,1079,11503,9603,0,66,1201,38224,4878,1607,0,1084,1514,7,10,3,66,33,1241
SP,MENDONCA,3728,2082,0,125,55,372,94,0,0,9,518,86,30,0,261,83,1,0,0,1,0,11
SP,MERIDIANO,3429,1584,0,178,118,269,74,0,4,13,451,91,22,0,349,268,0,0,0,0,0,8
SP,MESOPOLIS,1109,609,0,23,5,97,20,0,2,8,218,27,14,0,78,8,0,0,0,0,0,0
SP,MIGUELOPOLIS,11952,6924,0,278,68,954,355,0,129,25,1702,834,99,0,409,115,5,1,0,2,2,50
SP,MINEIROS DO TIETE,7229,4502,0,245,103,550,256,0,24,31,912,127,56,0,221,178,2,0,0,1,1,20
SP,MIRA ESTRELA,1926,1154,0,52,3,254,49,0,0,6,237,23,30,0,116,1,0,0,0,0,0,1
SP,MIRACATU,9711,4922,0,771,123,807,281,0,4,82,2076,243,47,0,200,112,0,0,0,5,5,33
SP,MIRANDOPOLIS,19122,9524,0,529,384,1695,449,1,56,49,3863,924,229,0,684,655,5,0,0,0,7,68
SP,MIRANTE DO PARANAPANEMA,8932,4999,0,333,26,886,176,0,4,55,1880,214,102,0,206,33,1,0,0,2,2,13
SP,MIRASSOL,46551,24868,0,1382,377,3824,1573,0,155,67,9834,2027,108,0,1337,630,3,2,0,11,10,343
SP,MIRASSOLANDIA,2691,1508,0,78,7,337,68,0,0,19,509,36,11,0,102,12,0,0,0,0,0,4
SP,MOCOCA,46894,26353,0,1297,417,3723,1347,0,192,170,9041,2532,374,0,622,514,4,2,0,30,4,272
SP,MOGI DAS CRUZES,257635,172360,3,6763,1435,17263,12086,12,242,1015,30086,4815,1388,0,3236,3762,5,24,7,243,49,2841
SP,MOGI-GUACU,121037,65774,0,2612,1382,7955,3804,1,635,530,27710,5963,598,1,1470,1727,14,4,0,12,9,836
SP,MOGI-MIRIM,75440,42081,0,2187,237,6035,2528,2,370,243,16177,3039,218,0,1230,316,7,6,0,16,17,731
SP,MOMBUCA,2156,1314,0,100,29,201,55,0,0,9,302,25,21,0,60,37,0,0,0,1,0,2
SP,MONCOES,1838,803,0,77,37,193,29,0,0,13,259,25,13,0,162,223,0,0,0,0,0,4
SP,MONGAGUA,24740,14949,0,573,96,1635,1111,1,43,113,4702,695,112,0,383,126,2,2,0,25,23,149
SP,MONTE ALEGRE DO SUL,6377,3285,0,253,20,636,239,0,4,55,1502,150,48,0,80,32,0,1,0,1,2,69
SP,MONTE ALTO,42528,19537,0,1613,238,3469,1277,0,169,110,11227,3737,116,0,543,233,5,4,0,3,15,232
SP,MONTE APRAZIVEL,17510,9692,0,674,166,1742,530,1,63,64,2872,359,283,0,725,223,5,1,0,11,7,92
SP,MONTE AZUL PAULISTA,14494,7745,0,587,87,1469,462,0,121,61,2180,941,189,0,380,105,0,1,0,1,4,161
SP,MONTE CASTELO,2483,1487,0,98,54,221,43,0,3,10,407,38,11,0,79,22,0,0,0,1,0,9
SP,MONTE MOR,34326,22098,0,973,218,2761,1044,0,33,128,5392,618,157,0,444,292,7,2,0,7,9,143
SP,MONTEIRO LOBATO,3061,1657,0,172,68,329,107,1,1,33,565,26,15,0,22,9,0,1,0,20,1,34
SP,MORRO AGUDO,19145,9178,0,788,323,1703,522,0,156,56,2829,2027,204,0,622,565,2,0,0,0,8,162
SP,MORUNGABA,10529,6591,0,423,60,1041,445,0,3,69,1486,123,34,0,121,64,1,1,0,3,0,64
SP,MOTUCA,2541,1456,0,152,25,288,67,0,7,10,352,22,31,0,75,49,0,0,0,0,0,7
SP,MUNICIPIO NAO INFORMADO,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,MURUTINGA DO SUL,2530,1403,0,84,9,289,57,0,5,19,426,98,18,0,106,4,4,0,0,0,0,8
SP,NANTES,1199,776,0,27,14,142,22,0,1,13,115,5,17,0,38,24,0,0,0,0,0,5
SP,NARANDIBA,2446,1479,0,94,30,220,39,0,0,14,346,76,26,0,68,53,0,0,0,0,0,1
SP,NATIVIDADE DA SERRA,2970,1556,0,115,4,346,99,0,3,58,701,11,10,0,46,6,0,0,0,2,1,12
SP,NAZARE PAULISTA,12890,6958,0,779,114,1138,391,0,7,42,2762,213,76,0,221,110,1,3,0,7,5,63
SP,NEVES PAULISTA,6022,3650,0,205,27,595,180,0,11,13,897,127,31,0,220,36,0,0,0,0,0,30
SP,NHANDEARA,7763,4513,0,215,43,826,243,0,23,26,1103,291,68,0,303,56,0,0,0,3,0,50
SP,NIPOA,3147,1789,0,112,40,312,57,0,1,10,521,46,38,0,140,75,1,0,0,0,0,5
SP,NOVA ALIANCA,4007,2427,0,182,9,420,90,0,9,12,580,74,19,0,161,18,1,0,0,0,0,5
SP,NOVA CAMPINA,2818,1484,0,108,15,231,96,0,0,19,729,50,23,0,32,20,0,0,0,0,2,9
SP,NOVA CANAA PAULISTA,1224,772,0,43,1,127,13,0,0,7,165,13,10,0,70,3,0,0,0,0,0,0
SP,NOVA CASTILHO,739,440,0,23,5,103,13,0,0,3,90,10,6,0,33,11,0,0,0,0,1,1
SP,NOVA EUROPA,5953,3507,0,204,96,590,206,0,7,25,602,64,157,0,288,186,0,2,0,0,2,17
SP,NOVA GRANADA,14008,7430,0,395,208,1129,339,0,87,65,2775,609,146,0,415,357,1,1,0,2,6,43
SP,NOVA GUATAPORANGA,1393,857,0,45,3,103,26,0,1,7,244,17,15,0,71,4,0,0,0,0,0,0
SP,NOVA INDEPENDENCIA,2598,1380,0,142,75,213,34,1,1,16,285,63,16,0,83,282,0,0,0,0,1,6
SP,NOVA LUZITANIA,1861,1237,0,46,3,147,31,0,1,3,260,40,26,0,62,4,0,0,0,0,0,1
SP,NOVA ODESSA,45098,28122,0,983,182,3674,1576,0,108,168,7566,1579,132,1,493,193,1,3,0,6,4,307
SP,NOVAIS,2504,1375,0,119,55,191,58,0,2,10,442,17,47,0,96,89,0,0,0,0,1,2
SP,NOVO HORIZONTE,31078,15885,0,1228,297,2475,1016,0,137,70,6220,1411,353,0,1193,561,20,2,0,9,8,193
SP,NUPORANGA,4466,2665,0,240,55,575,127,0,14,28,394,82,94,0,84,81,1,0,0,0,2,24
SP,OCAUCU,2615,1561,0,126,8,288,88,0,0,14,406,15,29,0,57,11,2,0,0,1,0,9
SP,OLEO,1415,905,0,45,4,152,35,0,0,22,171,21,10,0,35,12,0,0,0,0,0,3
SP,OLIMPIA,41855,23241,0,1027,147,3698,1399,0,137,129,8022,1906,243,0,1195,428,6,0,0,2,5,270
SP,ONDA VERDE,2340,1282,0,127,36,194,51,0,1,12,288,27,34,0,195,86,1,0,0,0,0,6
SP,ORIENTE,3551,2079,0,100,39,330,101,0,5,23,475,66,29,0,75,214,0,0,0,1,0,14
SP,ORINDIUVA,4020,2166,0,308,51,471,79,0,2,17,401,91,61,0,188,164,0,1,0,0,0,20
SP,ORLANDIA,35243,17200,0,1083,510,2716,1207,0,414,78,6525,3662,343,0,482,678,1,0,0,19,3,322
SP,OSASCO,445667,291685,2,9796,2328,27734,21228,3,177,2242,66270,12223,2793,1,2452,2799,2,26,0,186,41,3679
SP,OSCAR BRESSANE,1504,895,0,74,9,238,46,0,0,8,177,10,10,0,26,7,0,0,0,0,0,4
SP,OSVALDO CRUZ,24398,12807,0,495,745,1668,643,0,200,35,4562,1265,127,0,597,1122,2,3,0,1,12,114
SP,OURINHOS,80899,41589,0,2285,724,5706,2672,4,310,188,17645,5809,634,0,1711,1066,10,4,0,15,14,513
SP,OURO VERDE,4205,2456,0,125,32,349,66,0,4,10,765,126,66,0,149,41,0,1,0,1,2,12
SP,OUROESTE,6730,3823,0,205,77,612,151,0,6,17,927,354,43,0,395,85,0,1,0,1,2,31
SP,PACAEMBU,7440,4635,0,208,133,670,144,0,12,27,903,184,42,0,241,217,0,0,0,0,3,21
SP,PALESTINA,7026,4421,0,200,37,741,193,0,8,20,792,117,50,0,288,137,0,0,0,0,1,21
SP,PALMARES PAULISTA,4838,2908,0,98,59,380,124,0,2,18,824,58,110,0,128,119,0,0,0,0,1,9
SP,PALMEIRA D'OESTE,7536,4188,0,277,65,810,167,0,3,15,1057,321,40,0,477,88,0,0,0,1,3,24
SP,PALMITAL,15658,8334,0,731,272,1615,443,0,135,44,2228,763,68,0,513,391,12,0,0,2,6,101
SP,PANORAMA,9805,4786,0,366,141,769,141,0,37,15,2150,725,28,0,415,184,1,2,0,3,4,38
SP,PARAGUACU PAULISTA,31045,16361,0,931,370,2087,644,0,76,150,5976,2151,183,0,1248,764,3,0,0,2,2,97
SP,PARAIBUNA,11059,6596,0,294,12,1014,333,1,4,100,2235,98,82,0,189,18,3,0,0,0,1,79
SP,PARAISO,4274,2432,0,217,61,482,79,0,3,13,395,50,109,0,340,83,0,0,0,0,0,10
SP,PARANAPANEMA,11233,6410,0,639,107,1314,326,2,6,61,1368,247,94,0,418,135,4,0,0,2,2,98
SP,PARANAPUA,2844,1523,0,113,19,315,57,1,6,18,526,77,26,0,134,19,5,0,0,0,1,4
SP,PARAPUA,6668,3729,0,344,111,654,147,1,9,15,977,214,70,0,244,127,0,1,0,1,4,20
SP,PARDINHO,4137,2300,0,180,74,481,162,0,1,32,492,74,36,0,76,189,0,0,0,0,3,37
SP,PARIQUERA-ACU,10173,5134,0,450,58,778,259,0,6,41,2395,544,31,0,325,79,7,0,0,4,5,57
SP,PARISI,1589,866,0,47,7,148,28,0,1,4,326,71,15,0,67,7,0,0,0,0,0,2
SP,PATROCINIO PAULISTA,7751,4793,0,325,46,777,255,0,4,25,1061,78,67,0,156,100,0,1,0,0,3,60
SP,PAULICEIA,5371,2668,0,351,61,433,84,1,10,15,1067,218,34,0,319,90,0,0,0,1,2,17
SP,PAULINIA,81732,49101,0,2329,2332,6022,3072,2,72,235,10202,1117,357,0,1602,4306,10,8,0,18,16,931
SP,PAULISTANIA,998,571,0,30,18,118,29,0,0,12,145,6,17,0,29,20,0,0,0,0,0,3
SP,PAULO DE FARIA,4154,2771,0,117,25,383,111,0,16,20,397,100,57,0,125,19,0,1,0,0,0,12
SP,PEDERNEIRAS,33410,17347,0,1211,233,2627,983,1,68,121,7643,1590,246,0,791,365,3,1,0,30,6,144
SP,PEDRA BELA,4483,2301,0,271,21,541,114,0,1,13,1081,33,19,0,49,18,0,0,0,1,1,19
SP,PEDRANOPOLIS,1864,1021,0,57,8,195,34,0,1,11,339,51,17,0,103,22,0,0,0,1,0,4
SP,PEDREGULHO,9705,6090,0,323,28,934,403,0,30,56,1270,110,139,0,214,34,4,0,0,0,4,66
SP,PEDREIRA,36966,17082,0,842,63,2850,1270,0,40,148,11491,2446,74,0,314,86,0,0,0,2,6,252
SP,PEDRINHAS PAULISTA,2274,1059,0,193,33,388,66,0,15,9,355,39,12,0,48,43,0,0,0,0,0,14
