Frota veiculos novembro 2020,,,,,,,,,,,,,,,,,,,,,,,
,,"  107,585,150 ",,,,,,,,,,,,,,,,,,,,,
UF,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO TRATOR,CAMINHONETE,CAMIONETA,CHASSI PLATAF,CICLOMOTOR,MICRO-ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,QUADRICICLO,REBOQUE,SEMI-REBOQUE,SIDE-CAR,OUTROS,TRATOR ESTEI,TRATOR RODAS,TRICICLO,UTILITARIO
SE,NEOPOLIS,4403,1369,0,55,4,190,57,0,98,22,2102,366,35,0,92,1,0,0,0,1,0,11
SE,NOSSA SENHORA APARECIDA,2546,797,0,159,25,137,10,0,13,21,1183,95,21,0,33,45,0,0,0,1,1,5
SE,NOSSA SENHORA DA GLORIA,16346,4587,0,582,36,964,155,1,337,70,7668,1313,276,0,218,50,0,0,0,3,24,62
SE,NOSSA SENHORA DAS DORES,8808,2679,0,263,42,458,57,0,206,46,3915,632,168,0,276,43,0,0,0,1,3,19
SE,NOSSA SENHORA DE LOURDES,1508,420,0,32,6,80,15,0,0,5,864,30,13,0,26,8,0,0,0,1,2,6
SE,NOSSA SENHORA DO SOCORRO,52345,25357,0,1137,251,1956,806,0,2183,142,16247,2216,253,0,1354,307,2,1,0,10,21,102
SE,PACATUBA,3009,822,0,421,1,139,14,1,11,11,1404,58,63,0,57,3,0,0,0,0,1,3
SE,PEDRA MOLE,589,190,0,10,0,37,6,0,1,5,304,23,5,0,6,1,0,0,0,0,0,1
SE,PEDRINHAS,2314,615,0,62,1,102,20,0,44,8,1261,139,13,0,41,1,0,0,0,0,2,5
SE,PINHAO,1507,485,0,22,24,67,10,0,8,16,736,58,12,0,27,41,0,0,0,0,0,1
SE,PIRAMBU,1865,728,0,34,2,119,37,0,38,8,685,69,30,0,106,2,0,0,0,0,1,6
SE,POCO REDONDO,5880,1431,0,202,11,342,32,0,26,66,3470,144,77,0,42,19,0,0,0,0,5,13
SE,POCO VERDE,6705,2417,0,134,1,414,72,0,29,43,3008,377,129,0,56,0,0,1,0,0,5,19
SE,PORTO DA FOLHA,5469,1526,0,140,2,355,42,0,20,45,3052,194,39,0,40,2,0,0,0,0,5,7
SE,PROPRIA,11921,3367,0,262,26,575,118,0,470,25,5502,1212,68,0,230,22,1,0,0,1,13,29
SE,RIACHAO DO DANTAS,3444,1108,0,36,1,204,48,0,10,5,1771,205,22,0,32,1,0,0,0,0,0,1
SE,RIACHUELO,1492,774,0,45,3,77,27,0,60,15,397,39,10,0,39,3,0,0,0,0,0,3
SE,RIBEIROPOLIS,7406,2169,0,284,102,457,49,0,70,41,2800,949,74,0,188,198,0,0,0,1,1,23
SE,ROSARIO DO CATETE,2223,1093,0,44,4,96,33,0,77,22,594,186,17,0,49,2,0,0,0,0,2,4
SE,SALGADO,5940,1974,0,144,6,372,75,0,181,21,2509,359,160,0,118,4,1,0,0,3,0,13
SE,SANTA LUZIA DO ITANHY,1905,781,0,35,1,73,41,0,125,17,674,32,32,0,91,0,0,1,0,0,0,2
SE,SANTA ROSA DE LIMA,822,339,0,23,0,53,6,0,15,6,313,37,11,0,16,0,0,0,0,0,2,1
SE,SANTANA DO SAO FRANCISCO,1074,255,0,17,0,47,10,0,12,6,626,72,11,0,16,0,0,0,0,0,0,2
SE,SANTO AMARO DAS BROTAS,2452,1185,0,25,5,119,43,0,75,7,720,179,19,0,63,6,0,0,0,0,0,6
SE,SAO CRISTOVAO,26487,12754,0,474,66,1324,394,0,1007,169,7822,1306,329,0,684,74,0,3,0,1,20,60
SE,SAO DOMINGOS,2982,898,0,160,1,135,26,0,23,11,1318,343,28,0,35,0,0,0,0,0,0,4
SE,SAO FRANCISCO,815,351,0,25,0,52,7,0,11,3,251,51,27,0,35,1,0,0,0,0,0,1
SE,SAO MIGUEL DO ALEIXO,878,236,0,42,4,50,7,0,5,2,446,60,5,0,18,3,0,0,0,0,0,0
SE,SIMAO DIAS,16534,4668,0,301,30,934,136,0,219,52,8455,1157,334,0,185,23,0,0,0,0,10,30
SE,SIRIRI,1696,742,0,38,3,101,21,0,31,15,514,48,139,0,36,6,0,0,0,0,0,2
SE,TELHA,901,285,0,20,3,31,10,0,19,10,448,51,7,0,15,1,0,0,0,0,1,0
SE,TOBIAS BARRETO,19122,5056,0,374,28,974,197,2,519,103,9954,1315,290,0,206,29,0,1,0,0,12,62
SE,TOMAR DO GERU,2708,801,0,64,4,133,17,0,14,9,1554,62,19,0,26,3,0,0,0,0,1,1
SE,UMBAUBA,8553,2625,0,326,40,439,86,0,597,52,3695,381,50,0,185,50,0,0,0,0,6,21
SP,ADAMANTINA,28373,15565,0,771,296,2514,798,0,158,63,4641,1924,91,0,848,512,4,0,0,4,7,177
SP,ADOLFO,2602,1507,0,66,32,237,49,0,2,5,391,42,28,0,190,40,1,0,0,1,0,11
SP,AGUAI,22884,11968,0,979,247,1627,828,0,101,87,4958,1137,223,0,358,254,2,1,0,4,6,104
SP,AGUAS DA PRATA,4964,2959,0,134,14,478,201,0,13,26,830,156,13,0,69,16,0,2,0,0,1,52
SP,AGUAS DE LINDOIA,13906,7972,0,214,13,988,439,0,11,99,3165,605,103,0,116,19,0,2,0,0,3,157
SP,AGUAS DE SANTA BARBARA,4451,2662,0,148,50,456,142,0,4,40,579,73,33,0,156,78,2,0,0,0,1,27
SP,AGUAS DE SAO PEDRO,2729,1791,0,44,2,240,135,0,8,10,282,65,6,0,97,3,0,3,0,3,1,39
SP,AGUDOS,23261,13653,0,652,236,1684,749,1,22,141,4011,1191,116,0,396,285,3,0,0,10,5,106
SP,ALAMBARI,2644,1354,0,106,13,242,80,0,1,15,653,100,9,0,48,12,0,1,0,2,0,8
SP,ALFREDO MARCONDES,2586,1559,0,79,6,325,54,0,0,15,405,41,10,0,73,13,0,0,0,0,2,4
SP,ALTAIR,1724,1141,0,71,8,161,36,0,0,8,168,12,36,0,56,20,0,0,0,1,0,6
SP,ALTINOPOLIS,10463,6624,0,428,159,1084,456,0,12,58,838,112,130,0,244,186,4,0,0,0,3,125
SP,ALTO ALEGRE,2582,1339,0,109,44,337,39,0,0,5,439,38,45,0,138,43,0,0,0,0,0,6
SP,ALUMINIO,9236,6409,0,277,75,564,305,1,1,61,1207,94,65,0,91,42,0,1,1,9,1,32
SP,ALVARES FLORENCE,2061,1187,0,55,23,234,49,0,1,6,321,58,18,0,69,35,0,0,0,0,1,4
SP,ALVARES MACHADO,16314,8884,0,531,82,1457,427,0,12,39,3676,657,33,0,328,103,0,1,0,2,3,79
SP,ALVARO DE CARVALHO,1495,996,0,39,2,115,49,0,1,8,224,8,27,0,23,1,0,0,0,0,0,2
SP,ALVINLANDIA,1566,997,0,47,12,156,51,0,0,6,216,11,16,0,36,12,0,0,0,0,2,4
SP,AMERICANA,187499,117445,0,3503,865,15056,8198,1,407,558,28329,6201,579,0,2475,1459,13,11,0,45,22,2332
SP,AMERICO BRASILIENSE,26379,14659,0,739,487,1586,750,0,47,76,5576,624,224,0,726,733,5,31,0,47,5,64
SP,AMERICO DE CAMPOS,3885,2312,0,144,22,407,88,0,3,18,578,116,37,0,130,26,0,0,0,0,0,4
SP,AMPARO,56787,30978,0,1478,271,4122,2301,0,43,244,13442,2503,162,0,485,287,5,1,0,7,17,441
SP,ANALANDIA,2771,1700,0,109,53,226,132,0,6,18,336,33,18,0,61,72,1,1,0,0,2,3
SP,ANDRADINA,47167,23543,0,1199,389,3560,1078,0,114,124,10017,4751,176,0,1513,407,11,3,0,2,39,241
SP,ANGATUBA,14044,7790,0,453,163,1299,354,0,17,74,2725,502,125,0,233,230,2,0,0,0,3,74
SP,ANHEMBI,2541,1612,0,113,13,277,91,0,5,34,250,16,33,0,73,16,0,0,0,1,0,7
SP,ANHUMAS,2085,1199,0,82,7,264,47,0,0,17,348,43,9,0,50,11,0,0,0,0,0,8
SP,APARECIDA,22669,12880,0,744,51,1686,1273,1,57,100,4239,514,547,0,248,79,1,1,0,8,9,231
SP,APARECIDA D'OESTE,3363,1963,0,119,4,346,66,0,4,13,526,114,33,0,162,5,0,0,0,0,0,8
SP,APIAI,12115,6285,0,430,109,1010,354,0,4,76,3192,223,104,0,132,133,0,0,0,7,5,51
SP,ARACARIGUAMA,11397,6685,0,556,129,979,353,1,6,71,1913,175,62,0,172,176,0,11,0,13,0,95
SP,ARACATUBA,176968,83849,0,3571,1215,11554,5539,5,1901,319,45349,15016,828,0,4808,1552,24,5,0,21,45,1367
SP,ARACOIABA DA SERRA,22060,12830,0,591,84,1874,722,0,10,134,4575,470,34,0,391,98,2,5,0,24,5,211
SP,ARAMINA,3216,2152,0,102,42,343,88,0,7,15,221,33,30,0,97,72,0,0,0,1,1,12
SP,ARANDU,2865,1734,0,73,6,266,105,0,0,19,497,48,34,0,64,10,0,0,0,1,0,8
SP,ARAPEI,1185,722,0,46,3,101,33,0,7,13,211,9,11,0,19,0,0,0,0,0,0,10
SP,ARARAQUARA,187782,108803,0,3949,1566,12503,6507,15,838,506,38842,5616,1226,0,3518,2344,14,12,0,22,82,1419
SP,ARARAS,105576,57726,0,2427,712,6977,3393,0,726,355,21871,8026,395,0,1221,933,19,6,0,41,12,736
SP,ARCO-IRIS,1012,519,0,69,8,113,17,0,1,4,205,26,11,0,32,5,0,0,0,0,0,2
SP,AREALVA,4729,2530,0,211,23,653,148,0,2,25,775,131,40,0,143,20,2,0,0,0,1,25
SP,AREIAS,1688,1057,0,60,0,140,49,0,4,3,317,8,8,0,30,0,0,0,0,0,0,12
SP,AREIOPOLIS,5552,3548,0,172,53,383,161,0,7,36,633,118,159,0,197,63,1,0,0,0,0,21
SP,ARIRANHA,6024,3338,0,271,96,579,165,0,5,27,716,78,171,0,247,314,1,0,0,2,3,11
SP,ARTUR NOGUEIRA,39836,22694,0,1116,206,3317,1382,0,67,132,8182,1415,190,0,671,221,0,5,0,2,7,229
SP,ARUJA,58166,36215,0,2849,695,4958,2840,0,57,290,6567,999,401,0,590,781,3,25,0,92,29,775
SP,ASPASIA,1170,668,0,24,8,120,15,0,2,7,222,18,5,0,70,10,0,0,0,0,0,1
SP,ASSIS,82665,42423,0,2032,716,6609,2281,0,597,213,19378,4404,411,0,1819,1137,14,4,0,24,12,591
SP,ATIBAIA,119855,70499,0,2667,554,9432,5040,0,106,425,23457,3307,382,0,1280,1096,8,10,0,38,20,1534
SP,AURIFLAMA,11281,5899,0,372,70,1110,354,0,14,33,2297,481,64,0,431,83,1,1,0,1,1,69
SP,AVAI,2165,1268,0,96,36,205,74,0,1,20,262,19,29,0,89,59,0,0,0,1,0,6
SP,AVANHANDAVA,6191,3355,0,189,69,441,126,0,7,11,1210,254,82,0,251,175,0,0,0,2,0,19
SP,AVARE,67349,38546,0,1503,275,5294,2396,0,90,151,12569,3372,295,0,1779,421,3,3,0,2,6,644
SP,BADY BASSITT,14229,8130,0,432,230,1331,458,0,29,36,2288,329,66,0,538,269,1,2,0,18,1,71
SP,BALBINOS,786,521,0,26,2,70,24,0,0,2,93,18,7,0,18,4,0,0,0,0,0,1
SP,BALSAMO,6641,3824,0,233,79,729,243,0,7,10,916,255,26,0,183,82,1,0,0,1,1,51
SP,BANANAL,4956,2983,0,205,37,456,184,0,12,22,782,32,41,0,71,67,0,0,0,2,0,62
SP,BARAO DE ANTONINA,1413,862,0,39,2,147,29,0,0,8,259,18,13,0,29,4,0,0,0,0,0,3
SP,BARBOSA,3387,1945,0,122,15,246,64,0,3,8,669,97,47,0,130,35,0,0,0,0,1,5
SP,BARIRI,25623,14016,0,913,197,2252,883,0,153,77,4748,1213,105,0,661,287,9,5,0,0,3,101
SP,BARRA BONITA,29707,17267,0,1004,170,2216,1105,0,149,89,4885,969,258,0,918,448,8,4,0,2,9,206
SP,BARRA DO CHAPEU,2348,969,0,71,3,238,60,0,2,12,915,16,22,0,25,5,0,0,0,0,1,9
SP,BARRA DO TURVO,1881,990,0,73,9,156,58,1,0,24,415,35,57,0,55,6,1,0,0,0,0,1
SP,BARRETOS,98841,49947,0,2253,470,6919,3098,2,515,274,24805,6839,543,0,1762,599,16,5,0,8,14,772
SP,BARRINHA,16419,9102,0,525,104,1080,613,0,62,84,2888,1116,234,0,338,150,2,0,0,33,19,69
SP,BARUERI,187563,115382,0,6265,1416,13998,10561,5,73,943,25728,4253,1252,0,1199,2073,3,22,0,104,29,4257
SP,BASTOS,17545,8865,0,1003,197,1464,412,0,47,46,3237,1310,130,0,419,316,5,0,0,0,1,93
SP,BATATAIS,43895,25392,0,1239,339,3949,1610,0,428,145,7608,991,200,0,1061,566,2,3,0,2,9,351
SP,BAURU,291559,178392,0,6206,1276,21469,10960,0,276,540,51044,9045,1410,1,6806,1738,84,24,0,43,49,2196
SP,BEBEDOURO,66633,32908,0,1788,893,4826,2066,0,405,185,13012,6704,347,0,1500,1489,2,3,0,8,22,475
SP,BENTO DE ABREU,1501,901,0,62,6,107,55,1,1,12,232,35,15,0,71,2,0,0,0,0,0,1
SP,BERNARDINO DE CAMPOS,7437,4417,0,401,67,810,219,0,24,39,895,181,40,0,206,87,3,0,0,0,1,47
SP,BERTIOGA,27364,14299,0,547,10,2123,1203,0,51,92,6408,1496,89,1,739,13,9,6,0,30,10,238
SP,BILAC,5699,3132,0,178,24,514,124,0,38,7,1154,271,24,0,178,22,0,0,0,10,1,22
SP,BIRIGUI,104290,47918,0,1984,363,6430,2690,0,2700,158,26094,12357,181,0,2325,426,15,3,0,4,19,623
SP,BIRITIBA-MIRIM,13764,9153,0,481,28,1073,582,0,21,64,1791,260,48,0,160,5,0,0,1,20,2,75
SP,BOA ESPERANCA DO SUL,7982,5141,0,349,116,749,247,0,28,41,720,123,119,0,162,161,0,0,0,3,5,18
SP,BOCAINA,7638,4599,0,190,36,730,276,0,50,44,1047,308,43,0,214,60,0,0,0,3,0,38
SP,BOFETE,5993,3678,0,244,37,670,241,0,3,65,767,39,60,0,131,35,1,0,0,1,1,20
SP,BOITUVA,48031,27972,0,1809,1518,3922,1673,0,40,198,6426,1128,158,0,892,1825,50,4,0,10,17,389
SP,BOM JESUS DOS PERDOES,16311,9736,0,621,101,1233,566,1,9,84,3135,348,72,0,171,96,6,2,0,6,4,120
SP,BOM SUCESSO DE ITARARE,1675,864,0,91,13,171,44,0,3,9,410,7,16,0,19,26,0,0,0,0,0,2
SP,BORA,545,261,0,43,4,67,18,0,0,5,79,4,8,0,36,17,0,0,0,0,0,3
SP,BORACEIA,2815,1513,0,214,58,327,89,0,4,14,318,32,23,0,139,77,0,0,0,0,0,7
SP,BORBOREMA,11140,6079,0,463,141,1137,335,1,31,48,1645,369,121,0,552,160,7,0,0,0,6,45
SP,BOREBI,1315,776,0,52,7,138,45,0,0,7,201,33,7,0,37,9,0,1,0,0,0,2
SP,BOTUCATU,106421,65096,0,1925,396,8123,4403,11,155,420,17857,3332,487,0,2613,593,4,6,0,40,21,939
SP,BRAGANCA PAULISTA,134371,76151,0,3116,383,10148,4898,0,161,458,29202,5960,452,0,1392,427,30,10,0,24,28,1531
SP,BRAUNA,3136,1743,0,87,37,399,91,0,4,12,446,63,86,0,93,63,0,0,0,0,1,11
SP,BREJO ALEGRE,1585,663,0,164,21,112,36,0,0,0,241,44,20,0,125,155,0,0,0,0,1,3
SP,BRODOWSKI,16648,9796,0,675,102,2063,701,0,83,46,1985,486,62,0,381,131,2,0,0,2,1,132
SP,BROTAS,17681,9916,0,549,358,1667,729,1,37,66,2298,693,229,0,439,543,6,2,0,1,2,145
SP,BURI,10691,5744,0,566,119,1029,297,0,17,60,1954,322,126,0,215,166,0,0,0,2,5,69
SP,BURITAMA,12110,5918,0,392,58,1020,336,0,16,37,2342,1194,86,0,532,118,0,3,0,0,3,55
SP,BURITIZAL,3011,1599,0,124,58,359,73,0,6,22,423,46,37,0,106,144,1,0,0,0,1,12
SP,CABRALIA PAULISTA,2691,1583,0,152,44,226,67,0,5,11,414,42,21,0,74,47,1,0,0,0,1,3
SP,CABREUVA,30770,18796,0,1084,169,2413,1088,0,20,156,5700,669,70,0,225,169,2,1,0,9,5,194
SP,CACAPAVA,59681,37971,0,1409,481,3690,1983,0,275,288,10317,1452,165,1,596,518,2,6,2,37,10,478
SP,CACHOEIRA PAULISTA,16994,10575,0,411,46,1190,575,0,123,119,3040,435,32,1,249,64,2,0,0,0,5,127
SP,CACONDE,10783,6974,0,293,7,1176,340,0,4,83,1553,97,78,0,118,10,0,1,0,1,1,47
SP,CAFELANDIA,10838,6585,0,319,101,872,326,0,15,34,1581,311,92,0,361,181,5,0,0,1,1,53
SP,CAIABU,2094,1358,0,41,5,206,41,0,1,9,311,29,44,0,40,7,0,0,0,0,0,2
SP,CAIEIRAS,47953,31858,0,1105,182,3544,2237,0,19,303,6322,865,455,0,383,211,3,5,0,26,6,429
SP,CAIUA,1910,1024,0,57,14,192,50,0,3,16,368,48,24,0,93,18,0,0,0,0,0,3
SP,CAJAMAR,45601,29161,0,1606,380,3659,1953,2,15,268,6262,754,391,0,292,446,0,3,0,14,8,387
SP,CAJATI,15559,7610,0,691,209,1110,383,0,2,89,3698,916,224,0,278,270,3,2,0,2,5,67
SP,CAJOBI,5825,3669,0,257,70,621,139,0,10,13,558,133,106,0,152,80,0,0,0,1,0,16
SP,CAJURU,16236,9838,0,542,104,1797,535,0,27,46,1859,724,128,0,458,103,1,0,0,2,5,67
SP,CAMPINA DO MONTE ALEGRE,2947,1734,0,103,17,272,78,0,4,23,530,51,35,0,66,26,0,0,0,0,0,8
SP,CAMPINAS,921172,618781,1,20216,4147,65206,38976,10,403,3817,121315,15686,5704,1,9888,5491,15,106,2,211,177,11019
SP,CAMPO LIMPO PAULISTA,48961,32480,0,735,125,3197,1808,0,16,131,8466,1104,66,0,368,133,0,4,0,8,8,312
SP,CAMPOS DO JORDAO,36893,22688,0,708,64,2864,1391,0,28,187,7369,588,74,1,331,77,6,4,0,3,26,484
SP,CAMPOS NOVOS PAULISTA,2511,1310,0,127,28,284,76,0,4,7,458,81,48,0,47,28,0,0,0,0,1,12
SP,CANANEIA,3976,2029,0,108,2,360,149,0,7,15,859,257,16,0,117,7,0,1,0,1,1,47
SP,CANAS,2034,1147,0,151,11,168,77,0,1,11,376,22,10,0,32,14,0,0,0,3,1,10
SP,CANDIDO MOTA,21374,11715,0,1110,223,2164,613,0,133,76,3470,880,80,0,488,301,12,0,0,1,0,108
SP,CANDIDO RODRIGUES,1936,1177,0,117,10,217,56,0,6,13,219,23,14,0,58,21,1,0,0,0,1,3
SP,CANITAR,2088,1351,0,57,15,119,61,0,1,15,291,46,23,0,62,45,0,0,0,0,0,2
SP,CAPAO BONITO,27168,13623,0,1040,313,2141,706,2,13,189,5606,2368,229,0,403,404,1,3,0,0,2,125
SP,CAPELA DO ALTO,12869,6957,0,626,68,1146,376,0,8,85,2850,344,53,0,208,94,3,0,0,12,4,35
SP,CAPIVARI,37851,22365,0,1197,486,3082,1120,1,85,148,6329,1230,315,0,539,663,1,3,0,2,13,272
SP,CARAGUATATUBA,72794,39776,0,1692,171,5038,3085,0,46,201,17242,2988,145,0,1350,223,8,14,0,71,27,717
SP,CARAPICUIBA,205554,133470,0,3988,607,11794,8336,1,47,925,37667,5243,999,0,841,379,1,5,0,49,15,1187
SP,CARDOSO,7763,4562,0,217,41,793,180,0,20,24,1056,295,65,0,421,61,2,0,0,1,1,24
SP,CASA BRANCA,20039,10970,0,644,74,1769,686,0,35,77,4461,693,123,0,266,80,14,3,0,1,5,138
SP,CASSIA DOS COQUEIROS,1594,1024,0,34,1,222,43,0,0,6,193,14,18,0,30,3,0,0,0,0,0,6
SP,CASTILHO,10179,5602,0,264,44,823,187,0,13,40,1993,518,121,0,441,95,2,0,0,4,4,28
SP,CATANDUVA,111170,57240,0,2909,962,7824,3435,0,283,299,27259,5085,544,0,3093,1369,14,5,0,50,38,761
SP,CATIGUA,4121,2633,0,84,72,289,89,0,6,10,522,105,34,0,166,103,0,0,0,1,0,7
SP,CEDRAL,6571,3811,0,257,43,700,196,0,30,27,979,146,26,0,241,79,0,1,0,2,0,33
SP,CERQUEIRA CESAR,12874,7714,0,434,118,1173,365,1,11,50,1808,352,171,0,416,199,0,1,0,1,3,57
SP,CERQUILHO,31999,18947,0,977,277,2711,932,0,38,163,5509,1048,126,0,676,401,0,3,0,4,2,185
SP,CESARIO LANGE,12853,7886,0,387,39,918,366,0,17,49,2514,301,70,0,214,31,1,1,0,3,4,52
SP,CHARQUEADA,9985,5927,0,450,108,944,316,2,8,47,1407,100,103,0,398,120,0,0,0,1,1,53
SP,CHAVANTES,6128,4038,0,142,25,462,186,0,24,42,729,144,71,0,199,31,1,0,0,0,3,31
SP,CLEMENTINA,5443,2710,0,318,130,388,108,0,19,13,861,171,66,0,344,306,1,0,0,0,0,8
SP,COLINA,12756,6610,0,403,109,962,435,0,87,29,2666,572,99,0,418,288,0,2,0,0,2,74
SP,COLOMBIA,3515,2051,0,158,16,334,97,0,3,33,462,104,72,0,148,29,0,0,0,0,0,8
SP,CONCHAL,19400,10408,0,871,195,1779,677,0,46,103,3601,738,307,0,314,249,7,0,0,0,6,99
SP,CONCHAS,11069,6740,0,401,57,1142,338,1,10,52,1768,176,50,0,200,48,3,1,0,14,7,61
SP,CORDEIROPOLIS,18181,10511,0,777,365,1418,610,0,39,89,3024,329,63,0,254,577,0,0,0,6,3,116
SP,COROADOS,3265,1818,0,120,18,263,82,0,6,10,606,159,26,0,112,35,0,0,0,0,0,10
SP,CORONEL MACEDO,1948,1157,0,83,33,195,38,0,1,15,325,14,25,0,25,30,1,0,0,0,1,5
SP,CORUMBATAI,2926,1540,0,178,135,308,84,0,8,9,407,24,12,0,57,141,0,0,0,0,0,23
SP,COSMOPOLIS,41270,24738,0,853,332,2779,1310,2,167,284,7921,1434,231,0,613,399,0,8,0,2,4,193
SP,COSMORAMA,5731,3157,0,229,57,608,133,0,5,15,1006,198,50,0,189,57,1,0,0,0,2,24
SP,COTIA,152143,99603,0,3248,314,11195,7456,0,38,822,21337,3348,832,0,1157,331,4,13,0,91,22,2332
SP,CRAVINHOS,24202,13731,0,990,408,2155,917,0,126,76,3464,828,189,0,596,520,0,3,0,5,9,185
SP,CRISTAIS PAULISTA,4456,2602,0,163,36,515,170,0,6,16,687,22,34,0,119,43,0,0,0,0,1,42
SP,CRUZALIA,1450,829,0,89,12,173,28,0,8,10,213,14,6,0,43,18,0,0,0,1,0,6
SP,CRUZEIRO,44348,26344,0,793,138,2491,1974,0,186,209,9861,1180,55,0,447,279,6,1,0,5,11,368
SP,CUBATAO,59821,30282,0,2884,2124,2636,2253,0,51,446,10581,3003,401,0,788,3797,4,7,3,244,11,306
SP,CUNHA,13654,6928,0,406,4,1178,394,0,5,95,4326,83,50,0,86,7,0,2,0,2,0,88
SP,DESCALVADO,25841,14299,0,1124,349,2157,901,1,98,150,4696,779,200,0,490,421,19,1,0,10,5,141
SP,DIADEMA,220989,136003,0,4496,1337,11762,8324,2,60,672,44505,8823,644,1,906,2191,26,5,0,39,65,1128
SP,DIRCE REIS,1007,506,0,73,3,97,10,0,0,10,230,31,8,0,32,6,0,0,0,0,0,1
SP,DIVINOLANDIA,8859,5113,0,503,27,1278,276,1,2,38,1226,105,67,0,106,28,1,3,0,0,2,83
SP,DOBRADA,4104,2483,0,80,31,262,95,0,4,23,800,113,87,0,87,30,2,0,0,0,0,7
SP,DOIS CORREGOS,17975,10061,0,720,207,1665,656,0,78,112,2882,678,183,0,380,266,6,2,0,2,1,76
SP,DOLCINOPOLIS,1699,1059,0,35,12,141,37,0,1,6,240,37,12,0,98,14,1,0,0,0,0,6
SP,DOURADO,6056,3655,0,207,76,595,228,0,22,46,732,119,68,0,156,117,0,0,0,0,3,32
SP,DRACENA,37671,19834,0,1144,334,3437,846,0,297,60,7191,2278,153,0,1275,524,5,0,0,5,7,281
SP,DUARTINA,8117,4938,0,284,51,821,208,0,19,32,1248,145,85,0,206,53,2,0,0,2,0,23
SP,DUMONT,5435,3125,0,426,38,673,165,0,9,12,551,67,58,0,169,101,1,1,0,0,0,39
SP,ECHAPORA,3432,2159,0,189,23,423,75,0,4,5,379,42,34,0,46,24,0,0,0,1,0,28
SP,ELDORADO,5423,2648,0,303,5,479,175,0,2,35,1385,160,67,0,132,5,3,0,0,9,0,15
SP,ELIAS FAUSTO,9116,5053,0,384,75,847,235,0,21,20,1807,253,98,0,161,113,4,2,0,1,4,38
SP,ELISIARIO,1745,1074,0,57,17,154,38,0,1,9,268,31,9,0,61,23,0,0,0,0,0,3
SP,EMBAUBA,1359,846,0,75,11,151,34,0,1,7,123,9,30,0,46,26,0,0,0,0,0,0
SP,EMBU,121990,73125,0,2798,919,7547,4737,0,35,786,23773,3677,886,0,635,2196,4,20,0,42,16,794
SP,EMBU-GUACU,41272,25220,0,2281,293,3367,1935,0,17,290,5678,968,375,0,253,285,1,3,1,32,8,265
SP,EMILIANOPOLIS,1817,1048,0,51,5,192,32,0,0,8,392,23,17,0,39,7,0,0,0,0,0,3
SP,ENGENHEIRO COELHO,11110,5800,0,467,103,992,386,0,8,80,2372,336,205,0,163,131,0,2,0,1,4,60
SP,ESPIRITO SANTO DO PINHAL,31037,18197,0,679,138,2643,1291,0,79,136,5788,1339,97,0,249,165,2,1,0,1,12,220
SP,ESPIRITO SANTO DO TURVO,2486,1415,0,166,42,302,57,0,1,30,290,17,37,0,74,53,0,0,0,0,1,1
SP,ESTIVA GERBI,7560,4188,0,276,165,585,193,0,33,28,1483,247,33,0,98,206,0,1,0,0,0,24
SP,ESTRELA D'OESTE,6868,3601,0,266,108,663,176,0,9,9,1070,435,36,0,311,145,0,0,0,0,3,36
SP,ESTRELA DO NORTE,1267,897,0,31,3,129,34,0,1,0,108,12,9,0,36,3,0,0,0,0,0,4
SP,EUCLIDES DA CUNHA PAULISTA,4663,2548,0,116,17,387,68,0,2,8,1114,192,60,0,130,18,0,0,0,0,0,3
SP,FARTURA,9961,6030,0,361,88,980,265,0,7,54,1508,190,46,0,226,116,1,1,0,5,9,74
SP,FERNANDO PRESTES,4217,2380,0,273,44,595,121,0,6,11,467,114,22,0,116,50,0,0,0,2,0,16
SP,FERNANDOPOLIS,62515,31313,0,1620,461,4888,1700,0,240,113,13046,5380,250,1,2425,687,5,2,0,5,17,362
SP,FERNAO,899,505,0,39,7,93,31,0,0,10,151,14,13,0,25,9,0,0,0,0,0,2
SP,FERRAZ DE VASCONCELOS,74722,52006,0,2053,179,4416,3633,1,58,344,9669,965,522,0,334,118,1,2,0,60,17,344
SP,FLORA RICA,880,549,0,27,7,105,11,0,2,4,113,3,13,0,33,12,0,1,0,0,0,0
SP,FLOREAL,2032,1225,0,69,12,220,47,0,1,8,299,31,8,0,96,8,0,0,1,0,0,7
SP,FLORIDA PAULISTA,6899,4334,0,360,73,587,124,0,19,26,727,123,131,0,244,131,0,0,0,1,1,18
SP,FLORINEA,1539,917,0,59,13,145,40,1,5,7,267,14,10,0,43,15,0,0,0,0,1,2
SP,FRANCA,274941,161242,0,3997,787,20590,8620,0,890,456,60785,8225,698,0,4239,1036,18,13,0,33,61,3251
SP,FRANCISCO MORATO,53456,36827,0,604,35,2554,1900,0,23,277,9768,849,246,0,183,26,0,1,0,6,12,145
SP,FRANCO DA ROCHA,63059,42723,0,1217,70,4037,2438,0,19,304,10093,1108,231,0,347,82,0,7,0,22,9,352
SP,GABRIEL MONTEIRO,1871,1005,0,62,19,260,51,0,0,7,310,49,15,0,59,29,0,0,0,0,2,3
SP,GALIA,3856,2287,0,167,39,345,132,0,5,33,599,63,49,0,75,47,1,0,0,0,0,14
SP,GARCA,30349,17327,0,809,121,1984,1053,2,136,107,6490,1317,120,1,548,160,2,1,0,2,5,164
